,Day,Date,team,team_opp,season,score,score_opp,home,result,Squad,# Pl,Age,MP,Starts,Gls,Ast,G+A,G-PK,PK,PKatt,Gls90,Ast90,G+A90,G-PK90,G+A-PK,Min%,Subs,Mn/Sub,PPM,onG,onGA,+/-,# Pl,Min,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,SoT,SoT/90,G/SoT,Fls,Squad_opp,# Pl_opp,Age_opp,MP_opp,Starts_opp,Gls_opp,Ast_opp,G+A_opp,G-PK_opp,PK_opp,PKatt_opp,Gls90_opp,Ast90_opp,G+A90_opp,G-PK90_opp,G+A-PK_opp,season_opp,Min%_opp,Subs_opp,Mn/Sub_opp,PPM_opp,onG_opp,onGA_opp,+/-_opp,# Pl_opp,Min_opp,GA_opp,GA90_opp,SoTA_opp,Saves_opp,Save%_opp,W_opp,D_opp,L_opp,CS_opp,CS%_opp,SoT_opp,SoT/90_opp,G/SoT_opp,Fls_opp
2466,Tue,2020-10-27,Manchester City,Marseille,2020,3,0,0,1,Manchester City,25,26.1,13,143,24,18,42,22,2,2,1.85,1.38,3.23,1.69,3.08,100,40,18,2.62,25,5,20,2,1170,5,0.38,24,19,79.2,11,1,1,8,61.5,71,5.46,0.31,132,Marseille,20,27.5,6,66,2,0,2,0,2,3,0.33,0.0,0.33,0.0,0.0,2020,100,28,18,0.5,2,13,-11,1,540,13,2.17,25,13,56.0,1,0,5,0,0.0,11,1.83,0.0,75
2467,Tue,2020-10-27,Ajax,Atalanta,2020,2,2,0,2,Ajax,21,24.7,6,66,7,5,12,6,1,1,1.17,0.83,2.0,1.0,1.83,100,26,19,1.17,7,7,0,1,540,7,1.17,28,22,78.6,2,1,3,0,0.0,28,4.67,0.21,89,Atalanta,25,27.5,8,88,11,10,21,11,0,0,1.37,1.25,2.62,1.37,2.62,2020,100,31,20,1.38,11,12,-1,2,720,12,1.5,38,26,73.7,3,2,3,3,37.5,41,5.12,0.27,93
2468,Tue,2020-10-27,RB Salzburg,AtlÃ©tico Madrid,2020,2,3,0,0,RB Salzburg,19,24.9,6,66,9,6,15,9,0,0,1.5,1.0,2.5,1.5,2.5,100,22,18,0.67,10,17,-7,1,540,17,2.83,32,16,53.1,1,1,4,0,0.0,39,6.5,0.23,91,AtlÃ©tico Madrid,20,27.0,8,88,7,6,13,7,0,0,0.87,0.75,1.62,0.87,1.62,2020,100,31,17,1.13,7,11,-4,1,720,11,1.37,24,14,62.5,2,3,3,2,25.0,31,3.87,0.23,95
2469,Tue,2020-10-27,Real Madrid,M'Gladbach,2020,2,2,0,2,Real Madrid,25,27.9,12,132,18,13,31,16,2,2,1.5,1.08,2.58,1.33,2.42,100,36,19,1.75,19,14,5,1,1080,14,1.17,39,26,64.1,6,3,3,4,33.3,61,5.08,0.26,125,M'Gladbach,21,27.0,8,88,15,9,24,13,2,2,1.87,1.13,3.0,1.62,2.75,2020,100,32,17,1.0,16,13,3,1,720,13,1.62,35,22,62.9,2,2,4,2,25.0,31,3.87,0.42,104
2470,Tue,2020-10-27,Midtjylland,Liverpool,2020,0,2,0,0,Midtjylland,22,25.5,6,66,4,2,6,2,2,2,0.67,0.33,1.0,0.33,0.67,100,26,17,0.33,4,13,-9,2,540,13,2.17,36,23,66.7,0,2,4,0,0.0,21,3.5,0.1,72,Liverpool,29,26.0,10,110,14,10,24,13,1,1,1.4,1.0,2.4,1.3,2.3,2020,100,42,22,2.0,15,6,9,3,900,6,0.6,38,32,86.8,6,2,2,7,70.0,43,4.3,0.3,124
2471,Tue,2020-10-27,Inter,Shakhtar,2020,0,0,0,2,Inter,21,28.3,6,66,7,6,13,7,0,0,1.17,1.0,2.17,1.17,2.17,100,23,17,1.0,7,9,-2,1,540,9,1.5,23,15,69.6,1,3,2,2,33.3,20,3.33,0.35,76,Shakhtar,23,24.7,6,66,4,3,7,4,0,0,0.67,0.5,1.17,0.67,1.17,2020,100,22,25,1.33,5,12,-7,2,540,12,2.0,37,26,70.3,2,2,2,3,50.0,17,2.83,0.24,52
2472,Tue,2020-10-27,Porto,Olympiacos,2020,2,0,1,1,Porto,26,27.0,10,110,15,6,21,11,4,4,1.45,0.58,2.03,1.06,1.65,100,45,16,1.9,15,9,6,2,930,9,0.87,39,30,79.5,6,1,3,6,60.0,35,3.39,0.31,131,Olympiacos,21,28.7,6,66,2,2,4,2,0,0,0.33,0.33,0.67,0.33,0.67,2020,100,23,19,0.5,2,10,-8,1,540,10,1.67,34,24,79.4,1,0,5,1,16.7,10,1.67,0.2,72
2473,Tue,2020-10-27,Liverpool,Midtjylland,2020,2,0,1,1,Liverpool,29,26.0,10,110,14,10,24,13,1,1,1.4,1.0,2.4,1.3,2.3,100,42,22,2.0,15,6,9,3,900,6,0.6,38,32,86.8,6,2,2,7,70.0,43,4.3,0.3,124,Midtjylland,22,25.5,6,66,4,2,6,2,2,2,0.67,0.33,1.0,0.33,0.67,2020,100,26,17,0.33,4,13,-9,2,540,13,2.17,36,23,66.7,0,2,4,0,0.0,21,3.5,0.1,72
2474,Tue,2020-10-27,Loko Moscow,Bayern Munich,2020,1,2,1,0,Loko Moscow,22,28.5,6,66,5,3,8,3,2,2,0.83,0.5,1.33,0.5,1.0,100,19,21,0.5,5,10,-5,1,540,10,1.67,35,25,71.4,0,3,3,1,16.7,15,2.5,0.2,67,Bayern Munich,26,27.0,10,110,25,18,43,22,3,3,2.5,1.8,4.3,2.2,4.0,2020,100,40,21,2.5,27,10,17,2,900,10,1.0,48,38,79.2,8,1,1,3,30.0,57,5.7,0.39,136
2475,Tue,2020-10-27,Marseille,Manchester City,2020,0,3,1,0,Marseille,20,27.5,6,66,2,0,2,0,2,3,0.33,0.0,0.33,0.0,0.0,100,28,18,0.5,2,13,-11,1,540,13,2.17,25,13,56.0,1,0,5,0,0.0,11,1.83,0.0,75,Manchester City,25,26.1,13,143,24,18,42,22,2,2,1.85,1.38,3.23,1.69,3.08,2020,100,40,18,2.62,25,5,20,2,1170,5,0.38,24,19,79.2,11,1,1,8,61.5,71,5.46,0.31,132
2476,Tue,2020-10-27,Atalanta,Ajax,2020,2,2,1,2,Atalanta,25,27.5,8,88,11,10,21,11,0,0,1.37,1.25,2.62,1.37,2.62,100,31,20,1.38,11,12,-1,2,720,12,1.5,38,26,73.7,3,2,3,3,37.5,41,5.12,0.27,93,Ajax,21,24.7,6,66,7,5,12,6,1,1,1.17,0.83,2.0,1.0,1.83,2020,100,26,19,1.17,7,7,0,1,540,7,1.17,28,22,78.6,2,1,3,0,0.0,28,4.67,0.21,89
2477,Tue,2020-10-27,AtlÃ©tico Madrid,RB Salzburg,2020,3,2,1,1,AtlÃ©tico Madrid,20,27.0,8,88,7,6,13,7,0,0,0.87,0.75,1.62,0.87,1.62,100,31,17,1.13,7,11,-4,1,720,11,1.37,24,14,62.5,2,3,3,2,25.0,31,3.87,0.23,95,RB Salzburg,19,24.9,6,66,9,6,15,9,0,0,1.5,1.0,2.5,1.5,2.5,2020,100,22,18,0.67,10,17,-7,1,540,17,2.83,32,16,53.1,1,1,4,0,0.0,39,6.5,0.23,91
2478,Tue,2020-10-27,M'Gladbach,Real Madrid,2020,2,2,1,2,M'Gladbach,21,27.0,8,88,15,9,24,13,2,2,1.87,1.13,3.0,1.62,2.75,100,32,17,1.0,16,13,3,1,720,13,1.62,35,22,62.9,2,2,4,2,25.0,31,3.87,0.42,104,Real Madrid,25,27.9,12,132,18,13,31,16,2,2,1.5,1.08,2.58,1.33,2.42,2020,100,36,19,1.75,19,14,5,1,1080,14,1.17,39,26,64.1,6,3,3,4,33.3,61,5.08,0.26,125
2479,Tue,2020-10-27,Bayern Munich,Loko Moscow,2020,2,1,0,1,Bayern Munich,26,27.0,10,110,25,18,43,22,3,3,2.5,1.8,4.3,2.2,4.0,100,40,21,2.5,27,10,17,2,900,10,1.0,48,38,79.2,8,1,1,3,30.0,57,5.7,0.39,136,Loko Moscow,22,28.5,6,66,5,3,8,3,2,2,0.83,0.5,1.33,0.5,1.0,2020,100,19,21,0.5,5,10,-5,1,540,10,1.67,35,25,71.4,0,3,3,1,16.7,15,2.5,0.2,67
2480,Tue,2020-10-27,Shakhtar,Inter,2020,0,0,1,2,Shakhtar,23,24.7,6,66,4,3,7,4,0,0,0.67,0.5,1.17,0.67,1.17,100,22,25,1.33,5,12,-7,2,540,12,2.0,37,26,70.3,2,2,2,3,50.0,17,2.83,0.24,52,Inter,21,28.3,6,66,7,6,13,7,0,0,1.17,1.0,2.17,1.17,2.17,2020,100,23,17,1.0,7,9,-2,1,540,9,1.5,23,15,69.6,1,3,2,2,33.3,20,3.33,0.35,76
2481,Tue,2020-10-27,Olympiacos,Porto,2020,0,2,0,0,Olympiacos,21,28.7,6,66,2,2,4,2,0,0,0.33,0.33,0.67,0.33,0.67,100,23,19,0.5,2,10,-8,1,540,10,1.67,34,24,79.4,1,0,5,1,16.7,10,1.67,0.2,72,Porto,26,27.0,10,110,15,6,21,11,4,4,1.45,0.58,2.03,1.06,1.65,2020,100,45,16,1.9,15,9,6,2,930,9,0.87,39,30,79.5,6,1,3,6,60.0,35,3.39,0.31,131
2482,Wed,2020-10-28,Rennes,Sevilla,2020,0,1,0,0,Rennes,26,25.7,6,66,3,1,4,1,2,2,0.5,0.17,0.67,0.17,0.33,100,27,21,0.17,3,11,-8,2,540,11,1.83,29,18,69.0,0,1,5,0,0.0,25,4.17,0.04,102,Sevilla,25,27.9,8,88,13,8,21,12,1,1,1.62,1.0,2.62,1.5,2.5,2020,100,38,24,1.75,13,13,0,3,720,13,1.62,34,21,73.5,4,2,2,2,25.0,49,6.12,0.24,87
2483,Wed,2020-10-28,Chelsea,Krasnodar,2020,4,0,0,1,Chelsea,24,26.2,13,143,23,16,39,18,5,6,1.77,1.23,3.0,1.38,2.62,100,53,15,2.31,23,4,19,2,1170,4,0.31,36,32,88.9,9,3,1,9,69.2,52,4.0,0.35,181,Krasnodar,23,27.8,6,66,6,4,10,5,1,1,1.0,0.67,1.67,0.83,1.5,2020,100,22,17,0.83,6,11,-5,2,540,11,1.83,43,32,81.4,1,2,3,1,16.7,17,2.83,0.29,70
2484,Wed,2020-10-28,Paris S-G,BaÅakÅehir,2020,2,0,0,1,Paris S-G,23,27.3,12,132,21,16,37,18,3,4,1.75,1.33,3.08,1.5,2.83,100,50,19,1.58,22,15,7,1,1080,15,1.25,69,53,82.6,6,1,5,2,16.7,47,3.92,0.38,130,BaÅakÅehir,21,29.5,6,66,7,5,12,7,0,0,1.17,0.83,2.0,1.17,2.0,2020,100,26,22,0.5,7,18,-11,1,540,18,3.0,36,18,55.6,1,0,5,0,0.0,22,3.67,0.32,71
2485,Wed,2020-10-28,Zenit,Dortmund,2020,0,2,0,0,Zenit,21,27.8,6,66,3,3,6,3,0,0,0.5,0.5,1.0,0.5,1.0,100,26,24,0.17,4,13,-9,1,540,13,2.17,28,15,64.3,0,1,5,0,0.0,14,2.33,0.21,70,Dortmund,26,25.8,10,110,19,11,30,17,2,2,1.9,1.1,3.0,1.7,2.8,2020,100,39,16,1.7,19,13,6,2,900,13,1.3,40,28,75.0,5,2,3,3,30.0,49,4.9,0.35,98
2486,Wed,2020-10-28,Lazio,Club Brugge,2020,1,1,0,2,Lazio,25,29.0,8,88,12,8,20,9,3,3,1.5,1.0,2.5,1.13,2.12,100,37,25,1.25,13,13,0,2,720,13,1.62,35,23,68.6,2,4,2,0,0.0,35,4.37,0.26,76,Club Brugge,22,25.8,6,66,8,4,12,6,2,2,1.33,0.67,2.0,1.0,1.67,2020,100,20,13,1.33,8,10,-2,2,540,10,1.67,28,19,67.9,2,2,2,1,16.7,16,2.67,0.38,76
2487,Wed,2020-10-28,Dynamo Kyiv,FerencvÃ¡ros,2020,2,2,0,2,Dynamo Kyiv,22,24.4,6,66,4,1,5,3,1,1,0.67,0.17,0.83,0.5,0.67,100,26,14,0.67,4,13,-9,3,540,13,2.17,39,27,71.8,1,1,4,1,16.7,21,3.5,0.14,66,FerencvÃ¡ros,20,27.8,6,66,5,3,8,4,1,1,0.83,0.5,1.33,0.67,1.17,2020,100,28,18,0.17,5,17,-12,1,540,17,2.83,36,20,61.1,0,1,5,0,0.0,14,2.33,0.29,76
2488,Wed,2020-10-28,Barcelona,Juventus,2020,2,0,0,1,Barcelona,27,26.0,8,88,18,12,30,12,6,7,2.25,1.5,3.75,1.5,3.0,100,39,23,2.0,18,10,8,2,720,10,1.25,29,19,79.3,5,1,2,3,37.5,55,6.87,0.22,82,Juventus,22,27.6,8,88,17,14,31,15,2,2,2.04,1.68,3.72,1.8,3.48,2020,100,34,23,2.25,18,8,10,2,750,8,0.96,35,27,82.9,6,0,2,3,37.5,48,5.76,0.31,118
2489,Wed,2020-10-28,FerencvÃ¡ros,Dynamo Kyiv,2020,2,2,1,2,FerencvÃ¡ros,20,27.8,6,66,5,3,8,4,1,1,0.83,0.5,1.33,0.67,1.17,100,28,18,0.17,5,17,-12,1,540,17,2.83,36,20,61.1,0,1,5,0,0.0,14,2.33,0.29,76,Dynamo Kyiv,22,24.4,6,66,4,1,5,3,1,1,0.67,0.17,0.83,0.5,0.67,2020,100,26,14,0.67,4,13,-9,3,540,13,2.17,39,27,71.8,1,1,4,1,16.7,21,3.5,0.14,66
2490,Wed,2020-10-28,Sevilla,Rennes,2020,1,0,1,1,Sevilla,25,27.9,8,88,13,8,21,12,1,1,1.62,1.0,2.62,1.5,2.5,100,38,24,1.75,13,13,0,3,720,13,1.62,34,21,73.5,4,2,2,2,25.0,49,6.12,0.24,87,Rennes,26,25.7,6,66,3,1,4,1,2,2,0.5,0.17,0.67,0.17,0.33,2020,100,27,21,0.17,3,11,-8,2,540,11,1.83,29,18,69.0,0,1,5,0,0.0,25,4.17,0.04,102
2491,Wed,2020-10-28,Club Brugge,Lazio,2020,1,1,1,2,Club Brugge,22,25.8,6,66,8,4,12,6,2,2,1.33,0.67,2.0,1.0,1.67,100,20,13,1.33,8,10,-2,2,540,10,1.67,28,19,67.9,2,2,2,1,16.7,16,2.67,0.38,76,Lazio,25,29.0,8,88,12,8,20,9,3,3,1.5,1.0,2.5,1.13,2.12,2020,100,37,25,1.25,13,13,0,2,720,13,1.62,35,23,68.6,2,4,2,0,0.0,35,4.37,0.26,76
2492,Wed,2020-10-28,Dortmund,Zenit,2020,2,0,1,1,Dortmund,26,25.8,10,110,19,11,30,17,2,2,1.9,1.1,3.0,1.7,2.8,100,39,16,1.7,19,13,6,2,900,13,1.3,40,28,75.0,5,2,3,3,30.0,49,4.9,0.35,98,Zenit,21,27.8,6,66,3,3,6,3,0,0,0.5,0.5,1.0,0.5,1.0,2020,100,26,24,0.17,4,13,-9,1,540,13,2.17,28,15,64.3,0,1,5,0,0.0,14,2.33,0.21,70
2493,Wed,2020-10-28,BaÅakÅehir,Paris S-G,2020,0,2,1,0,BaÅakÅehir,21,29.5,6,66,7,5,12,7,0,0,1.17,0.83,2.0,1.17,2.0,100,26,22,0.5,7,18,-11,1,540,18,3.0,36,18,55.6,1,0,5,0,0.0,22,3.67,0.32,71,Paris S-G,23,27.3,12,132,21,16,37,18,3,4,1.75,1.33,3.08,1.5,2.83,2020,100,50,19,1.58,22,15,7,1,1080,15,1.25,69,53,82.6,6,1,5,2,16.7,47,3.92,0.38,130
2494,Wed,2020-10-28,Krasnodar,Chelsea,2020,0,4,1,0,Krasnodar,23,27.8,6,66,6,4,10,5,1,1,1.0,0.67,1.67,0.83,1.5,100,22,17,0.83,6,11,-5,2,540,11,1.83,43,32,81.4,1,2,3,1,16.7,17,2.83,0.29,70,Chelsea,24,26.2,13,143,23,16,39,18,5,6,1.77,1.23,3.0,1.38,2.62,2020,100,53,15,2.31,23,4,19,2,1170,4,0.31,36,32,88.9,9,3,1,9,69.2,52,4.0,0.35,181
2495,Wed,2020-10-28,Manchester Utd,RB Leipzig,2020,5,0,1,1,Manchester Utd,23,25.7,6,66,14,7,21,10,4,4,2.33,1.17,3.5,1.67,2.83,100,27,22,1.5,15,10,5,2,540,10,1.67,24,15,58.3,3,0,3,1,16.7,32,5.33,0.31,81,RB Leipzig,20,24.8,8,88,11,10,21,10,1,1,1.37,1.25,2.62,1.25,2.5,2020,100,31,24,1.5,11,16,-5,1,720,16,2.0,37,21,64.9,4,0,4,1,12.5,30,3.75,0.33,129
2496,Wed,2020-10-28,RB Leipzig,Manchester Utd,2020,0,5,0,0,RB Leipzig,20,24.8,8,88,11,10,21,10,1,1,1.37,1.25,2.62,1.25,2.5,100,31,24,1.5,11,16,-5,1,720,16,2.0,37,21,64.9,4,0,4,1,12.5,30,3.75,0.33,129,Manchester Utd,23,25.7,6,66,14,7,21,10,4,4,2.33,1.17,3.5,1.67,2.83,2020,100,27,22,1.5,15,10,5,2,540,10,1.67,24,15,58.3,3,0,3,1,16.7,32,5.33,0.31,81
2497,Wed,2020-10-28,Juventus,Barcelona,2020,0,2,1,0,Juventus,22,27.6,8,88,17,14,31,15,2,2,2.04,1.68,3.72,1.8,3.48,100,34,23,2.25,18,8,10,2,750,8,0.96,35,27,82.9,6,0,2,3,37.5,48,5.76,0.31,118,Barcelona,27,26.0,8,88,18,12,30,12,6,7,2.25,1.5,3.75,1.5,3.0,2020,100,39,23,2.0,18,10,8,2,720,10,1.25,29,19,79.3,5,1,2,3,37.5,55,6.87,0.22,82
2498,Tue,2020-11-03,Loko Moscow,AtlÃ©tico Madrid,2020,1,1,1,2,Loko Moscow,22,28.5,6,66,5,3,8,3,2,2,0.83,0.5,1.33,0.5,1.0,100,19,21,0.5,5,10,-5,1,540,10,1.67,35,25,71.4,0,3,3,1,16.7,15,2.5,0.2,67,AtlÃ©tico Madrid,20,27.0,8,88,7,6,13,7,0,0,0.87,0.75,1.62,0.87,1.62,2020,100,31,17,1.13,7,11,-4,1,720,11,1.37,24,14,62.5,2,3,3,2,25.0,31,3.87,0.23,95
2499,Tue,2020-11-03,Midtjylland,Ajax,2020,1,2,1,0,Midtjylland,22,25.5,6,66,4,2,6,2,2,2,0.67,0.33,1.0,0.33,0.67,100,26,17,0.33,4,13,-9,2,540,13,2.17,36,23,66.7,0,2,4,0,0.0,21,3.5,0.1,72,Ajax,21,24.7,6,66,7,5,12,6,1,1,1.17,0.83,2.0,1.0,1.83,2020,100,26,19,1.17,7,7,0,1,540,7,1.17,28,22,78.6,2,1,3,0,0.0,28,4.67,0.21,89
2500,Tue,2020-11-03,RB Salzburg,Bayern Munich,2020,2,6,1,0,RB Salzburg,19,24.9,6,66,9,6,15,9,0,0,1.5,1.0,2.5,1.5,2.5,100,22,18,0.67,10,17,-7,1,540,17,2.83,32,16,53.1,1,1,4,0,0.0,39,6.5,0.23,91,Bayern Munich,26,27.0,10,110,25,18,43,22,3,3,2.5,1.8,4.3,2.2,4.0,2020,100,40,21,2.5,27,10,17,2,900,10,1.0,48,38,79.2,8,1,1,3,30.0,57,5.7,0.39,136
2501,Tue,2020-11-03,Manchester City,Olympiacos,2020,3,0,1,1,Manchester City,25,26.1,13,143,24,18,42,22,2,2,1.85,1.38,3.23,1.69,3.08,100,40,18,2.62,25,5,20,2,1170,5,0.38,24,19,79.2,11,1,1,8,61.5,71,5.46,0.31,132,Olympiacos,21,28.7,6,66,2,2,4,2,0,0,0.33,0.33,0.67,0.33,0.67,2020,100,23,19,0.5,2,10,-8,1,540,10,1.67,34,24,79.4,1,0,5,1,16.7,10,1.67,0.2,72
2502,Tue,2020-11-03,Porto,Marseille,2020,3,0,1,1,Porto,26,27.0,10,110,15,6,21,11,4,4,1.45,0.58,2.03,1.06,1.65,100,45,16,1.9,15,9,6,2,930,9,0.87,39,30,79.5,6,1,3,6,60.0,35,3.39,0.31,131,Marseille,20,27.5,6,66,2,0,2,0,2,3,0.33,0.0,0.33,0.0,0.0,2020,100,28,18,0.5,2,13,-11,1,540,13,2.17,25,13,56.0,1,0,5,0,0.0,11,1.83,0.0,75
2503,Tue,2020-11-03,Shakhtar,M'Gladbach,2020,0,6,1,0,Shakhtar,23,24.7,6,66,4,3,7,4,0,0,0.67,0.5,1.17,0.67,1.17,100,22,25,1.33,5,12,-7,2,540,12,2.0,37,26,70.3,2,2,2,3,50.0,17,2.83,0.24,52,M'Gladbach,21,27.0,8,88,15,9,24,13,2,2,1.87,1.13,3.0,1.62,2.75,2020,100,32,17,1.0,16,13,3,1,720,13,1.62,35,22,62.9,2,2,4,2,25.0,31,3.87,0.42,104
2504,Tue,2020-11-03,Real Madrid,Inter,2020,3,2,1,1,Real Madrid,25,27.9,12,132,18,13,31,16,2,2,1.5,1.08,2.58,1.33,2.42,100,36,19,1.75,19,14,5,1,1080,14,1.17,39,26,64.1,6,3,3,4,33.3,61,5.08,0.26,125,Inter,21,28.3,6,66,7,6,13,7,0,0,1.17,1.0,2.17,1.17,2.17,2020,100,23,17,1.0,7,9,-2,1,540,9,1.5,23,15,69.6,1,3,2,2,33.3,20,3.33,0.35,76
2505,Tue,2020-11-03,Atalanta,Liverpool,2020,0,5,1,0,Atalanta,25,27.5,8,88,11,10,21,11,0,0,1.37,1.25,2.62,1.37,2.62,100,31,20,1.38,11,12,-1,2,720,12,1.5,38,26,73.7,3,2,3,3,37.5,41,5.12,0.27,93,Liverpool,29,26.0,10,110,14,10,24,13,1,1,1.4,1.0,2.4,1.3,2.3,2020,100,42,22,2.0,15,6,9,3,900,6,0.6,38,32,86.8,6,2,2,7,70.0,43,4.3,0.3,124
2506,Tue,2020-11-03,AtlÃ©tico Madrid,Loko Moscow,2020,1,1,0,2,AtlÃ©tico Madrid,20,27.0,8,88,7,6,13,7,0,0,0.87,0.75,1.62,0.87,1.62,100,31,17,1.13,7,11,-4,1,720,11,1.37,24,14,62.5,2,3,3,2,25.0,31,3.87,0.23,95,Loko Moscow,22,28.5,6,66,5,3,8,3,2,2,0.83,0.5,1.33,0.5,1.0,2020,100,19,21,0.5,5,10,-5,1,540,10,1.67,35,25,71.4,0,3,3,1,16.7,15,2.5,0.2,67
2507,Tue,2020-11-03,Bayern Munich,RB Salzburg,2020,6,2,0,1,Bayern Munich,26,27.0,10,110,25,18,43,22,3,3,2.5,1.8,4.3,2.2,4.0,100,40,21,2.5,27,10,17,2,900,10,1.0,48,38,79.2,8,1,1,3,30.0,57,5.7,0.39,136,RB Salzburg,19,24.9,6,66,9,6,15,9,0,0,1.5,1.0,2.5,1.5,2.5,2020,100,22,18,0.67,10,17,-7,1,540,17,2.83,32,16,53.1,1,1,4,0,0.0,39,6.5,0.23,91
2508,Tue,2020-11-03,Ajax,Midtjylland,2020,2,1,0,1,Ajax,21,24.7,6,66,7,5,12,6,1,1,1.17,0.83,2.0,1.0,1.83,100,26,19,1.17,7,7,0,1,540,7,1.17,28,22,78.6,2,1,3,0,0.0,28,4.67,0.21,89,Midtjylland,22,25.5,6,66,4,2,6,2,2,2,0.67,0.33,1.0,0.33,0.67,2020,100,26,17,0.33,4,13,-9,2,540,13,2.17,36,23,66.7,0,2,4,0,0.0,21,3.5,0.1,72
2509,Tue,2020-11-03,Inter,Real Madrid,2020,2,3,0,0,Inter,21,28.3,6,66,7,6,13,7,0,0,1.17,1.0,2.17,1.17,2.17,100,23,17,1.0,7,9,-2,1,540,9,1.5,23,15,69.6,1,3,2,2,33.3,20,3.33,0.35,76,Real Madrid,25,27.9,12,132,18,13,31,16,2,2,1.5,1.08,2.58,1.33,2.42,2020,100,36,19,1.75,19,14,5,1,1080,14,1.17,39,26,64.1,6,3,3,4,33.3,61,5.08,0.26,125
2510,Tue,2020-11-03,Liverpool,Atalanta,2020,5,0,0,1,Liverpool,29,26.0,10,110,14,10,24,13,1,1,1.4,1.0,2.4,1.3,2.3,100,42,22,2.0,15,6,9,3,900,6,0.6,38,32,86.8,6,2,2,7,70.0,43,4.3,0.3,124,Atalanta,25,27.5,8,88,11,10,21,11,0,0,1.37,1.25,2.62,1.37,2.62,2020,100,31,20,1.38,11,12,-1,2,720,12,1.5,38,26,73.7,3,2,3,3,37.5,41,5.12,0.27,93
2511,Tue,2020-11-03,Olympiacos,Manchester City,2020,0,3,0,0,Olympiacos,21,28.7,6,66,2,2,4,2,0,0,0.33,0.33,0.67,0.33,0.67,100,23,19,0.5,2,10,-8,1,540,10,1.67,34,24,79.4,1,0,5,1,16.7,10,1.67,0.2,72,Manchester City,25,26.1,13,143,24,18,42,22,2,2,1.85,1.38,3.23,1.69,3.08,2020,100,40,18,2.62,25,5,20,2,1170,5,0.38,24,19,79.2,11,1,1,8,61.5,71,5.46,0.31,132
2512,Tue,2020-11-03,M'Gladbach,Shakhtar,2020,6,0,0,1,M'Gladbach,21,27.0,8,88,15,9,24,13,2,2,1.87,1.13,3.0,1.62,2.75,100,32,17,1.0,16,13,3,1,720,13,1.62,35,22,62.9,2,2,4,2,25.0,31,3.87,0.42,104,Shakhtar,23,24.7,6,66,4,3,7,4,0,0,0.67,0.5,1.17,0.67,1.17,2020,100,22,25,1.33,5,12,-7,2,540,12,2.0,37,26,70.3,2,2,2,3,50.0,17,2.83,0.24,52
2513,Tue,2020-11-03,Marseille,Porto,2020,0,3,0,0,Marseille,20,27.5,6,66,2,0,2,0,2,3,0.33,0.0,0.33,0.0,0.0,100,28,18,0.5,2,13,-11,1,540,13,2.17,25,13,56.0,1,0,5,0,0.0,11,1.83,0.0,75,Porto,26,27.0,10,110,15,6,21,11,4,4,1.45,0.58,2.03,1.06,1.65,2020,100,45,16,1.9,15,9,6,2,930,9,0.87,39,30,79.5,6,1,3,6,60.0,35,3.39,0.31,131
2514,Wed,2020-11-04,BaÅakÅehir,Manchester Utd,2020,2,1,1,1,BaÅakÅehir,21,29.5,6,66,7,5,12,7,0,0,1.17,0.83,2.0,1.17,2.0,100,26,22,0.5,7,18,-11,1,540,18,3.0,36,18,55.6,1,0,5,0,0.0,22,3.67,0.32,71,Manchester Utd,23,25.7,6,66,14,7,21,10,4,4,2.33,1.17,3.5,1.67,2.83,2020,100,27,22,1.5,15,10,5,2,540,10,1.67,24,15,58.3,3,0,3,1,16.7,32,5.33,0.31,81
2515,Wed,2020-11-04,FerencvÃ¡ros,Juventus,2020,1,4,1,0,FerencvÃ¡ros,20,27.8,6,66,5,3,8,4,1,1,0.83,0.5,1.33,0.67,1.17,100,28,18,0.17,5,17,-12,1,540,17,2.83,36,20,61.1,0,1,5,0,0.0,14,2.33,0.29,76,Juventus,22,27.6,8,88,17,14,31,15,2,2,2.04,1.68,3.72,1.8,3.48,2020,100,34,23,2.25,18,8,10,2,750,8,0.96,35,27,82.9,6,0,2,3,37.5,48,5.76,0.31,118
2516,Wed,2020-11-04,Club Brugge,Dortmund,2020,0,3,1,0,Club Brugge,22,25.8,6,66,8,4,12,6,2,2,1.33,0.67,2.0,1.0,1.67,100,20,13,1.33,8,10,-2,2,540,10,1.67,28,19,67.9,2,2,2,1,16.7,16,2.67,0.38,76,Dortmund,26,25.8,10,110,19,11,30,17,2,2,1.9,1.1,3.0,1.7,2.8,2020,100,39,16,1.7,19,13,6,2,900,13,1.3,40,28,75.0,5,2,3,3,30.0,49,4.9,0.35,98
2517,Wed,2020-11-04,Sevilla,Krasnodar,2020,3,2,1,1,Sevilla,25,27.9,8,88,13,8,21,12,1,1,1.62,1.0,2.62,1.5,2.5,100,38,24,1.75,13,13,0,3,720,13,1.62,34,21,73.5,4,2,2,2,25.0,49,6.12,0.24,87,Krasnodar,23,27.8,6,66,6,4,10,5,1,1,1.0,0.67,1.67,0.83,1.5,2020,100,22,17,0.83,6,11,-5,2,540,11,1.83,43,32,81.4,1,2,3,1,16.7,17,2.83,0.29,70
